video,si,ti,e,h,mvResMean,mvResStd,mvResMin,mvResMax,pixVarMean,pixVarStd,pixVarMin,pixVarMax,kpsnr,kssim,kvmaf,kpsnr_trans,kssim_trans,kvmaf_trans
Skateboarding_s049,13.3513,1.56438,7.1083,3.8022,20222.06667,22343.96105,99,250142,99.54286348,71.23279989,0.616035146,463.3495831,168561.0079,3322.601207,323845.7202,55.35290862,34.98711917,68.57524187
TallBuildings_s000,64.0268,9.40781,94.5333,11.1024,470226.025,681049.6707,221929,7821744,1857.716509,16.38937636,1836.766822,1888.021921,125424.8577,3152.733816,292189.6296,22.08310255,26.31257339,60.09516163
TallBuildings_s001,64.174,13.0234,94.1417,14.367,569887.75,655766.3394,395039,7696169,1950.472221,42.57364161,1888.889563,2035.919262,124431.7931,3144.078556,293512.9937,21.31717734,25.87057893,60.44966635
TrafficAndBuilding_s000,43.7092,10.0114,61.025,10.2176,281405.3667,346193.0859,204797,4033271,1791.901945,19.01674398,1763.478021,1827.145824,131102.1397,3171.451388,288891.7198,26.46184455,27.26841569,59.2117127
TrafficAndBuilding_s001,42.9662,8.04069,60.0333,8.593,287947.3583,358693.7897,202387,4172641,1751.230415,16.80947538,1726.47438,1791.866417,131534.0455,3172.316768,287763.1802,26.79496238,27.3126077,58.90939783
TrafficFlow_s000,34.0785,15.3911,59.6583,18.5985,384433.9167,212259.0022,340053,2685239,1207.832798,82.41888907,1086.227206,1333.200547,129442.5754,3089.967505,290844.8509,25.18186518,23.10731291,59.73492034
TrafficFlow_s001,33.0613,14.0753,58.1833,17.0803,372706.55,209753.3275,330825,2645932,1042.90344,39.80005749,964.4377843,1105.892745,130822.3529,3099.275722,295995.0471,26.24605217,23.58265168,61.11456249
TreeShade_s000,52.8714,5.9906,80.1,9.8083,534913.1917,416215.9001,327142,4981106,882.7691029,1.54016084,878.1363884,885.2667693,116884.9013,3049.240208,227480.633,15.49645333,21.02750935,42.76082021
TreeShade_s001,52.8916,5.35627,80.2917,8.8827,482546.4167,422991.9596,259770,4892442,878.1765611,2.902545497,872.1102751,883.540084,116724.6455,3044.381536,227295.4483,15.37285211,20.77939364,42.71121264
Unspoken_Friend_s000,17.3257,5.42704,15.0167,4.7488,66898.96667,133088.7756,0,1478097,1388.29878,808.4697041,0,2007.156,151018.4571,3290.687869,292107.1662,41.82278921,33.35741432,60.07307123
Unspoken_Friend_s001,29.3999,10.3071,22.7417,13.0563,161369.45,151832.1636,101846,1786425,1577.053135,8.78665367,1551.817953,1598.761232,133160.4093,3220.092723,251408.5008,28.04933505,29.75236205,49.17065271
Unspoken_Friend_s002,37.8532,6.50899,41.0083,7.6308,157138.4083,315729.6972,94405,3186300,1797.499618,69.69576578,1575.158874,1889.698536,140711.3594,3256.406465,294200.6159,33.87318917,31.60678048,60.63386761
Unspoken_Friend_s003,15.5153,18.5635,20.6333,16.7679,181506.5,330061.1562,118405,3747258,1012.995448,389.9962375,471.6351063,1787.288584,129705.6656,3146.072386,215020.5576,25.38477989,25.97239698,39.42299682
Unspoken_Friend_s004,26.0357,8.79532,21.5,8.2175,72449.93333,63239.04337,27993,456301,723.1088979,53.23455917,611.7663642,847.1165174,139845.3882,3240.266253,267511.7384,33.20528784,30.78255513,53.48441176
Unspoken_Friend_s005,29.5405,2.09348,22.4833,3.5125,59524.53333,242876.9668,27005,2604727,1340.570314,487.6310638,693.0254257,1725.221899,155242.5306,3296.529709,313523.6582,45.08070873,33.6557371,65.81015267
Unspoken_Friend_s006,23.2204,8.91898,23.2667,9.678,91582.85,157407.6192,22871,1452182,2925.819954,965.2019346,975.2590731,3625.582804,137693.3302,3228.15977,269150.1824,31.54546069,30.1643185,53.92332053
Unspoken_Friend_s007,17.6576,9.76889,17.425,9.2974,65642.41667,102719.6159,22756,904054,2606.270097,1502.574941,979.9505014,4220.079316,148913.3001,3272.931089,303211.8405,40.19913565,32.45063637,63.04780775
Unspoken_Friend_s008,21.9041,20.271,30.55,20.7741,215539.2333,143700.8458,67576,1220759,2393.01615,989.8624409,1456.130999,4214.780971,119806.4587,3051.607373,204396.2251,17.74977557,21.14839236,36.57693497
Unspoken_Friend_s009,19.6643,13.3093,27.1667,14.7556,184367.6667,278575.5326,51917,2739459,1940.246498,70.37392134,1812.295374,2094.529823,127890.5279,3143.593748,211836.3941,23.98481072,25.84582145,38.5700184
Unspoken_Friend_s010,16.2983,10.844,21.65,10.0023,90441.925,86855.41028,45030,912431,1757.542446,158.4067695,915.9001553,1834.271653,137988.0335,3216.524867,241803.2384,31.7727578,29.57016386,46.59758086
Unspoken_Friend_s011,14.7277,9.19668,12.1,7.0045,59207.68333,46468.14612,39462,557631,1061.922462,76.38735401,939.0330278,1291.759868,149130.6872,3281.96039,278480.5055,40.3668007,32.91173185,56.42274126
Unspoken_Friend_s012,15.6383,8.91383,12.0833,6.6933,55818.925,47655.3291,37005,570312,996.5769108,64.70639883,904.5597113,1120.728015,152972.5552,3295.300989,295470.8815,43.32993496,33.59299057,60.97414823
Unspoken_Friend_s014,13.9288,14.5436,14.1,11.5422,76616.29167,74999.80002,54273,820051,2614.573197,227.5626885,2069.517495,2967.287898,142436.4494,3250.196557,262941.5752,35.20370686,31.2896617,52.26014967
Unspoken_Friend_s015,22.6906,16.6077,18.0667,16.9429,100217.675,119527.8478,76940,1402588,2107.866232,241.4888111,1643.505602,2423.796292,140284.3839,3242.686029,282771.5718,33.54387391,30.90612476,57.57223842
Unspoken_Friend_s016,21.3734,14.2445,15.325,14.2759,89484.26667,92023.8147,70838,1090998,2079.015258,46.42044321,2000.355125,2212.687658,144590.8193,3265.420654,287558.8618,36.8653171,32.06710419,58.85466473
Unspoken_Friend_s017,24.2724,13.9671,19.2083,14.8785,93352.99167,111538.8109,72666,1306264,2054.68978,23.08986264,1995.779853,2091.526839,142960.7543,3255.135026,285989.6048,35.60808972,31.54185241,58.43428986
Unspoken_Friend_s018,27.4293,12.0047,28.6917,12.804,127396.5,187853.6998,45235,1767054,2093.673054,41.97813796,2007.453447,2147.226401,138459.8742,3229.811084,280024.7431,32.13667641,30.24864545,56.8364139
Unspoken_Friend_s019,27.2009,8.09066,24.0417,9.2388,96033.825,206698.9058,49233,1708600,2072.389195,23.93596929,2038.278095,2108.461067,144620.2706,3266.854808,291924.0646,36.88803212,32.14034156,60.02402168
Unspoken_Friend_s020,26.7896,12.9806,28.6583,14.4536,120941.825,169224.8624,76152,1956077,2145.421938,55.27763235,2058.47557,2218.164555,138211.9731,3228.46574,286534.2782,31.94547665,30.17994332,58.58019776
Unspoken_Friend_s021,21.503,17.1422,17.5917,17.1653,106854.375,152346.9458,81839,1767534,2409.068897,206.1774679,2113.465832,2756.487966,138731.3404,3235.820913,277794.3938,32.34605133,30.55554685,56.23894464
Unspoken_Friend_s022,17.0599,20.4791,13.8417,17.1285,89622,70671.76135,62205,844619,2142.549091,343.8719359,1648.489945,2678.55331,138590.7423,3236.129667,270946.7625,32.23761164,30.57131382,54.40459105
Unspoken_Friend_s023,16.6163,15.4936,12.3417,13.0991,78858.825,81726.70149,44130,947964,1346.678711,244.8705845,1018.097455,1820.239652,142328.4879,3250.19166,275697.6833,35.12043887,31.28941166,55.67727472
Unspoken_Friend_s024,13.9089,14.5208,13.075,10.8202,83728.54167,88330.14551,39870,795234,1743.502907,241.806618,1335.137879,2255.078273,141587.153,3243.693217,247927.7892,34.54866633,30.95755842,48.23823456
Unspoken_Friend_s025,17.6439,16.8228,19.65,19.8243,140172.7417,157769.4723,38866,1677869,1583.989919,193.5119466,1275.084435,1897.842991,133310.3719,3193.593996,237750.421,28.16499736,28.39916285,45.51190615
Unspoken_Friend_s026,16.7474,7.28581,16.3333,9.4101,121796.5167,316158.7555,27911,2737742,1011.066166,224.9227893,870.7257255,1686.109549,142624.1,3256.322646,261522.3165,35.34843694,31.6025001,51.87995657
Unspoken_Friend_s027,22.4081,18.4538,21.6,17.8166,125286.8,145898.9265,96278,1714752,1257.085691,45.94875859,1158.344134,1346.804654,132959.9248,3183.216864,265033.1454,27.89470655,27.86923823,52.82044259
Unspoken_Friend_s028,25.0333,20.291,21.325,18.5094,122775.0333,131437.5727,91197,1550487,1546.472522,152.110301,1251.129234,1739.360383,133866.7759,3193.375811,276975.5053,28.59413752,28.38802087,56.01957957
Unspoken_Friend_s029,25.0556,21.212,21.1667,19.8786,123437.25,170152.3144,87474,1975272,1707.957927,65.96874527,1596.596182,1825.668347,134088.9102,3198.867995,275012.1161,28.765464,28.66848791,55.49362398
Unspoken_Friend_s030,23.2558,18.6778,27.8833,18.6048,154448.2833,187797.8901,84836,1578518,1201.02977,183.0096836,982.005599453552  ,1595.441818,130339.4799,3178.949782,253702.3561,25.87362458,27.65133298,49.78513405
Unspoken_Friend_s031,26.6405,15.1442,42.1833,16.4174,208644.175,227602.4762,132599,2664557,1225.724878,38.78276699,1103.67870273987  ,1309.063767,127747.3055,3159.89314,255012.8011,23.87434696,26.67817556,50.13617799
Unspoken_Friend_s032,21.1696,19.6975,30.825,20.6938,174064.0667,192863.931,106088,2240511,1317.161609,117.1524219,1157.30205485768  ,1711.256731,124004.1933,3113.584193,211691.2823,20.98738061,24.31333627,38.53114564
Unspoken_Friend_s033,18.6653,19.8849,25.1417,19.4826,191910.5583,310389.6655,119805,3559026,1686.165724,172.0136145,1377.19253586409  ,2029.895532,123302.1966,3115.833546,191631.5914,20.44594856,24.428203,33.15752606
Unspoken_Friend_s034,11.6923,17.0087,13.9083,9.7378,83425.83333,101292.4887,36428,1123733,1663.658844,818.6570372,614.957144825817  ,2918.046938,136228.8784,3216.498639,233944.2721,30.41596654,29.56882446,44.49230936
Unspoken_Friend_s035,16.5988,10.8075,16.975,9.2431,66636.23333,93109.15448,47632,1080915,869.663289,151.8965639,654.047371582975  ,1100.477809,146179.0567,3263.30312,285976.2833,38.09028382,31.95896899,58.43072128
Unspoken_Friend_s036,16.9863,10.7466,16.5,9.1173,65623.49167,72096.34575,49467,850739,927.5737317,117.5048985,759.381350750124  ,1102.31738,146450.3195,3263.578168,286972.8434,38.29950188,31.97301476,58.69768125
Unspoken_Friend_s037,20.0439,12.1226,22.7333,9.8105,86559.75,147980.3736,51853,1341358,1350.616151,457.6903696,734.178966968870  ,1738.440796,140754.9543,3240.227848,276883.7473,33.90681278,30.78059392,55.99499931
Unspoken_Friend_s038,19.8445,9.08064,19.2417,8.4217,82649.33333,135955.8902,0,1439323,1898.408643,91.40240199,1741.25090773978  ,2046.329728,141426.663,3242.735394,270422.8974,34.42488452,30.90864568,54.2642573
Unspoken_Friend_s039,24.8792,8.58349,26.4083,8.4125,116304.7667,138541.834,0,1464492,1075.023224,363.0815661,890.944788834326  ,1824.171896,130552.0116,3174.006678,239930.8261,26.03754482,27.39890559,46.09599629
Unspoken_Friend_s040,27.6417,10.0107,30.85,9.6294,140770.9,173453.5862,104780,1793078,894.6745946,25.3065589,882.034490681525  ,972.1025195,125246.512,3121.038712,223423.1727,21.94554908,24.69401299,41.67390175
Unspoken_Friend_s041,20.7216,9.97548,22.7083,7.9688,119549.5333,101957.7796,98435,1230248,952.0933163,10.7368117,929.414459095236  ,970.278154,130602.0088,3149.026537,232595.2815,26.07610641,26.12325538,44.13093978
Unspoken_Friend_s042,20.8812,10.1677,23.0417,8.0255,124210.775,101482.4517,105223,1230193,928.8410679,9.669359994,911.495831305135  ,948.86064,130003.3346,3142.864882,231545.3039,25.61436432,25.80860074,43.84967022
Unspoken_Friend_s043,21.0063,10.2661,23.3583,7.9843,126756.5417,93549.78148,109663,1146472,909.4896312,6.934708612,894.494047239048  ,923.4178698,129907.824,3141.867266,231930.9129,25.54069945,25.75765591,43.95296774
Unspoken_Friend_s044,24.7532,13.0482,27.2083,14.7701,310980.2833,143428.6748,116723,1445683,1047.766915,33.12418183,904.127504059987  ,1116.760704,124753.5302,3130.170477,200097.4411,21.56532487,25.16034098,35.42537037
Unspoken_Friend_s045,28.8504,3.04809,16.3917,5.5041,64096.86667,155528.4344,0,1375904,434.2990087,511.2552453,0.616035145540613 ,1367.565015,148539.894,3318.70082,293354.6681,39.91113703,34.78793979,60.40725386
Wood_s000,79.637,26.1252,124.725,47.0318,877005.0667,1211599.138,270226,13918465,4960.314984,57.93124821,4830.378476,5026.825033,107752.7939,2968.230332,253767.8215,8.453093174,16.89061247,49.80267102
Wood_s001,69.9413,41.1011,103.5417,84.9795,777954.4667,940849.7459,632025,11025891,4976.156657,65.8795902,4829.155539,5044.324135,106290.2961,2923.319531,249691.8189,7.325106108,14.59717171,48.71078543
YachtRide_s000,30.2587,20.9152,36.125,42.0595,533923.1833,430183.0645,0,2416494,2168.447297,786.5993647,552.7344591,2887.630797,108421.1761,2911.510972,122613.2433,8.96859919,13.99414904,14.66878919
